Jahr;Monat;Kalenderwoche;Startdatum Woche;Tag-Nr.;Wochentag;Sterbedatum;Anzahl Männer 0-64;Anzahl Männer 65+;Anzahl Frauen 0-64;Anzahl Frauen 65+;Anzahl Gestorbene total
2008;6;24;2008-06-09;162;Di;2008-06-10;0;0;0;6;6
2007;11;46;2007-11-12;322;So;2007-11-18;1;1;0;3;5
2018;4;15;2018-04-09;100;Di;2018-04-10;0;2;0;1;3
2011;3;12;2011-03-21;80;Mo;2011-03-21;0;2;0;1;3
2007;11;48;2007-11-26;334;Fr;2007-11-30;0;2;0;0;2
2013;11;44;2013-10-28;305;Fr;2013-11-01;0;2;0;2;4
2012;2;8;2012-02-20;53;Mi;2012-02-22;0;5;2;2;9
2017;9;36;2017-09-04;253;So;2017-09-10;1;1;0;2;4
2018;7;28;2018-07-09;195;Sa;2018-07-14;0;3;1;3;7
2020;9;38;2020-09-14;264;So;2020-09-20;0;0;0;2;2
2019;9;36;2019-09-02;251;So;2019-09-08;1;4;0;2;7
2021;1;1;2021-01-04;8;Fr;2021-01-08;0;2;0;6;8
2010;10;42;2010-10-18;292;Di;2010-10-19;2;3;0;3;8
2005;11;45;2005-11-07;312;Di;2005-11-08;0;1;0;3;4
2014;10;40;2014-09-29;278;So;2014-10-05;1;2;0;5;8
2017;12;48;2017-11-27;336;Sa;2017-12-02;0;4;0;5;9
2008;7;31;2008-07-28;212;Mi;2008-07-30;2;1;2;7;12
2012;12;51;2012-12-17;352;Mo;2012-12-17;0;1;0;4;5
2011;1;4;2011-01-24;30;So;2011-01-30;0;3;0;2;5
2019;10;42;2019-10-14;289;Mi;2019-10-16;0;3;0;3;6
2006;10;41;2006-10-09;285;Do;2006-10-12;0;3;1;5;9
2005;5;19;2005-05-09;129;Mo;2005-05-09;2;6;0;4;12
2015;1;3;2015-01-12;16;Fr;2015-01-16;0;6;0;3;9
2008;7;27;2008-06-30;188;So;2008-07-06;0;3;0;2;5
2005;9;38;2005-09-19;262;Mo;2005-09-19;0;1;0;3;4
2019;10;44;2019-10-28;301;Mo;2019-10-28;0;2;1;1;4
2017;5;21;2017-05-22;146;Fr;2017-05-26;0;1;0;0;1
2014;11;48;2014-11-24;328;Mo;2014-11-24;0;0;0;6;6
2008;1;4;2008-01-21;22;Di;2008-01-22;1;4;2;3;10
2019;3;11;2019-03-11;73;Do;2019-03-14;1;1;1;3;6
2014;3;13;2014-03-24;88;Sa;2014-03-29;0;2;0;2;4
2013;3;13;2013-03-25;89;Sa;2013-03-30;1;1;0;5;7
2011;4;15;2011-04-11;106;Sa;2011-04-16;0;1;0;1;2
2014;7;30;2014-07-21;202;Mo;2014-07-21;1;1;1;4;7
2007;9;38;2007-09-17;265;Sa;2007-09-22;0;1;0;0;1
2018;2;7;2018-02-12;43;Mo;2018-02-12;0;1;0;4;5
2012;6;23;2012-06-04;162;So;2012-06-10;0;0;0;1;1
2013;3;10;2013-03-04;63;Mo;2013-03-04;0;0;0;5;5
2019;12;49;2019-12-02;339;Do;2019-12-05;2;1;0;3;6
2016;11;47;2016-11-21;326;Mo;2016-11-21;0;2;0;1;3
2020;11;47;2020-11-16;321;Mo;2020-11-16;1;1;0;5;7
2015;4;14;2015-03-30;92;Do;2015-04-02;0;4;0;5;9
2020;1;4;2020-01-20;22;Mi;2020-01-22;0;1;0;2;3
2011;8;34;2011-08-22;239;Sa;2011-08-27;1;1;0;4;6
2010;9;38;2010-09-20;266;Do;2010-09-23;0;1;0;1;2
2011;11;46;2011-11-14;322;Fr;2011-11-18;3;4;0;5;12
2011;10;42;2011-10-17;296;So;2011-10-23;1;1;0;5;7
2014;1;2;2014-01-06;12;So;2014-01-12;0;1;0;6;7
2006;1;3;2006-01-16;19;Do;2006-01-19;0;1;1;5;7
2012;7;31;2012-07-30;212;Mo;2012-07-30;0;2;0;2;4
2020;4;16;2020-04-13;105;Di;2020-04-14;1;8;0;2;11
2018;5;22;2018-05-28;150;Mi;2018-05-30;1;2;0;1;4
2019;8;34;2019-08-19;232;Di;2019-08-20;0;3;0;2;5
2017;4;17;2017-04-24;120;So;2017-04-30;0;3;0;3;6
2017;7;29;2017-07-17;203;Sa;2017-07-22;0;2;0;5;7
2012;4;17;2012-04-23;117;Do;2012-04-26;2;2;0;2;6
2015;9;39;2015-09-21;270;So;2015-09-27;0;3;0;0;3
2012;12;50;2012-12-10;345;Mo;2012-12-10;1;3;0;1;5
2014;5;21;2014-05-19;145;So;2014-05-25;1;2;0;1;4
2009;2;8;2009-02-16;51;Fr;2009-02-20;1;2;0;4;7
2020;10;43;2020-10-19;295;Mi;2020-10-21;0;2;0;1;3
2017;2;7;2017-02-13;44;Mo;2017-02-13;0;3;0;4;7
2006;9;38;2006-09-18;266;Sa;2006-09-23;0;2;0;2;4
2007;5;18;2007-04-30;125;Sa;2007-05-05;0;2;0;3;5
2016;3;10;2016-03-07;72;Sa;2016-03-12;2;8;0;4;14
2017;5;18;2017-05-01;127;So;2017-05-07;0;2;0;5;7
2007;10;42;2007-10-15;291;Do;2007-10-18;0;2;1;1;4
2010;1;3;2010-01-18;24;So;2010-01-24;0;2;1;1;4
2014;9;36;2014-09-01;247;Do;2014-09-04;1;1;1;2;5
2019;10;41;2019-10-07;282;Mi;2019-10-09;0;2;0;0;2
2018;8;33;2018-08-13;226;Di;2018-08-14;1;3;0;4;8
2013;4;16;2013-04-15;108;Do;2013-04-18;1;2;0;4;7
2021;2;7;2021-02-15;51;Sa;2021-02-20;1;3;0;3;7
2011;7;28;2011-07-11;194;Mi;2011-07-13;0;2;1;2;5
2014;6;24;2014-06-09;164;Fr;2014-06-13;1;2;1;3;7
2016;3;12;2016-03-21;84;Do;2016-03-24;0;1;0;1;2
2009;1;5;2009-01-26;27;Di;2009-01-27;1;5;1;6;13
2006;1;4;2006-01-23;26;Do;2006-01-26;0;5;0;4;9
2009;9;39;2009-09-21;267;Do;2009-09-24;1;1;0;2;4
2016;6;24;2016-06-13;167;Mi;2016-06-15;0;3;0;4;7
2017;8;32;2017-08-07;222;Do;2017-08-10;0;3;0;2;5
2015;9;37;2015-09-07;251;Di;2015-09-08;1;2;0;3;6
2011;6;22;2011-05-30;156;So;2011-06-05;0;1;0;6;7
2008;1;1;2007-12-31;3;Do;2008-01-03;0;3;0;6;9
2016;9;36;2016-09-05;250;Di;2016-09-06;0;1;0;2;3
2020;9;36;2020-08-31;245;Di;2020-09-01;0;0;0;5;5
2007;11;45;2007-11-05;315;So;2007-11-11;1;4;0;2;7
2014;9;36;2014-09-01;245;Di;2014-09-02;0;0;0;1;1
2006;6;23;2006-06-05;159;Do;2006-06-08;0;2;2;1;5
2020;6;24;2020-06-08;162;Mi;2020-06-10;0;2;0;1;3
2015;8;33;2015-08-10;225;Do;2015-08-13;0;3;1;3;7
2019;4;14;2019-04-01;92;Di;2019-04-02;0;3;1;3;7
2013;10;43;2013-10-21;298;Fr;2013-10-25;0;2;0;1;3
2011;3;9;2011-02-28;61;Mi;2011-03-02;1;3;0;2;6
2014;7;27;2014-06-30;184;Do;2014-07-03;0;1;0;0;1
2011;5;21;2011-05-23;144;Di;2011-05-24;0;2;0;2;4
2021;1;4;2021-01-25;27;Mi;2021-01-27;0;1;0;3;4
2011;10;41;2011-10-10;289;So;2011-10-16;0;0;0;1;1
2016;4;17;2016-04-25;117;Di;2016-04-26;0;2;1;1;4
2020;12;49;2020-11-30;340;Sa;2020-12-05;1;3;1;2;7
2009;2;6;2009-02-02;34;Di;2009-02-03;0;5;0;8;13
2018;3;12;2018-03-19;83;Sa;2018-03-24;0;0;0;2;2
2006;6;24;2006-06-12;166;Do;2006-06-15;1;2;0;4;7
2016;10;40;2016-10-03;283;So;2016-10-09;0;4;0;1;5
2020;7;29;2020-07-13;198;Do;2020-07-16;0;3;1;3;7
2010;1;1;2010-01-04;7;Do;2010-01-07;0;4;0;2;6
2011;3;9;2011-02-28;63;Fr;2011-03-04;1;1;0;1;3
2012;5;21;2012-05-21;146;Fr;2012-05-25;0;0;1;0;1
2015;12;52;2015-12-21;360;Sa;2015-12-26;0;2;0;2;4
2018;6;26;2018-06-25;178;Mi;2018-06-27;0;3;0;3;6
2017;5;18;2017-05-01;122;Di;2017-05-02;1;1;0;2;4
2016;3;10;2016-03-07;67;Mo;2016-03-07;0;0;1;2;3
2010;11;44;2010-11-01;306;Di;2010-11-02;0;4;0;3;7
2007;5;20;2007-05-14;139;Sa;2007-05-19;0;2;0;2;4
2016;5;21;2016-05-23;150;So;2016-05-29;1;3;0;4;8
2015;1;2;2015-01-05;11;So;2015-01-11;0;4;1;5;10
2019;7;28;2019-07-08;189;Mo;2019-07-08;0;2;0;4;6
2005;3;9;2005-02-28;60;Di;2005-03-01;1;3;0;4;8
2016;8;33;2016-08-15;233;Sa;2016-08-20;0;3;0;3;6
2010;5;20;2010-05-17;140;Do;2010-05-20;0;1;0;2;3
2006;2;9;2006-02-27;59;Di;2006-02-28;0;2;1;1;4
2005;3;10;2005-03-07;72;So;2005-03-13;2;0;0;5;7
2017;6;23;2017-06-05;160;Fr;2017-06-09;1;2;0;3;6
2014;12;1;2014-12-29;364;Di;2014-12-30;1;1;0;4;6
2013;7;29;2013-07-15;198;Mi;2013-07-17;2;2;0;2;6
2007;1;1;2007-01-01;6;Sa;2007-01-06;0;2;0;4;6
2007;11;46;2007-11-12;317;Di;2007-11-13;1;3;0;5;9
2019;12;52;2019-12-23;358;Di;2019-12-24;1;3;0;7;11
2016;9;37;2016-09-12;257;Di;2016-09-13;1;1;1;2;5
2009;4;14;2009-03-30;91;Mi;2009-04-01;1;7;0;9;17
2015;6;23;2015-06-01;158;So;2015-06-07;0;0;0;1;1
2007;6;24;2007-06-11;165;Do;2007-06-14;0;1;0;2;3
2010;3;9;2010-03-01;64;Fr;2010-03-05;1;3;1;5;10
2013;5;22;2013-05-27;148;Di;2013-05-28;0;3;0;3;6
2006;10;42;2006-10-16;294;Sa;2006-10-21;0;3;0;3;6
2005;8;34;2005-08-22;238;Fr;2005-08-26;0;3;1;5;9
2011;8;32;2011-08-08;222;Mi;2011-08-10;1;3;1;2;7
2009;8;33;2009-08-10;224;Mi;2009-08-12;0;1;1;3;5
2016;5;18;2016-05-02;124;Di;2016-05-03;1;2;0;3;6
2010;10;40;2010-10-04;280;Do;2010-10-07;1;2;0;2;5
2007;3;12;2007-03-19;82;Fr;2007-03-23;2;1;0;2;5
2014;2;6;2014-02-03;38;Fr;2014-02-07;1;1;0;2;4
2017;9;38;2017-09-18;262;Di;2017-09-19;0;0;0;1;1
2016;7;30;2016-07-25;207;Mo;2016-07-25;2;4;0;5;11
2018;2;8;2018-02-19;50;Mo;2018-02-19;0;3;0;2;5
2018;12;52;2018-12-24;361;Do;2018-12-27;0;1;1;0;2
2020;5;18;2020-04-27;122;Fr;2020-05-01;0;1;1;1;3
2011;7;28;2011-07-11;196;Fr;2011-07-15;0;3;0;5;8
2008;9;39;2008-09-22;271;Sa;2008-09-27;0;5;0;3;8
2009;9;39;2009-09-21;269;Sa;2009-09-26;1;1;0;3;5
2011;4;16;2011-04-18;113;Sa;2011-04-23;0;1;0;1;2
2014;12;49;2014-12-01;337;Mi;2014-12-03;0;3;0;0;3
2013;9;37;2013-09-09;255;Do;2013-09-12;0;2;2;5;9
2005;4;15;2005-04-11;105;Fr;2005-04-15;0;0;0;2;2
2006;9;38;2006-09-18;261;Mo;2006-09-18;0;3;0;3;6
2008;1;5;2008-01-28;31;Do;2008-01-31;0;7;0;4;11
2018;8;33;2018-08-13;228;Do;2018-08-16;0;3;0;0;3
2016;3;11;2016-03-14;74;Mo;2016-03-14;0;3;1;2;6
2006;4;17;2006-04-24;116;Mi;2006-04-26;0;1;0;3;4
2006;2;5;2006-01-30;33;Do;2006-02-02;1;3;0;9;13
2016;11;45;2016-11-07;314;Mi;2016-11-09;0;3;0;4;7
2012;11;47;2012-11-19;328;Fr;2012-11-23;1;3;1;1;6
2012;9;35;2012-08-27;245;Sa;2012-09-01;0;0;0;2;2
2013;8;32;2013-08-05;217;Mo;2013-08-05;1;1;0;5;7
2014;9;40;2014-09-29;273;Di;2014-09-30;0;1;1;3;5
2008;6;24;2008-06-09;164;Do;2008-06-12;1;3;0;3;7
2006;5;20;2006-05-15;135;Mo;2006-05-15;0;1;0;3;4
2005;3;11;2005-03-14;79;So;2005-03-20;1;2;0;4;7
2012;5;22;2012-05-28;150;Di;2012-05-29;1;2;1;2;6
2010;7;27;2010-07-05;192;So;2010-07-11;0;2;0;4;6
2006;12;50;2006-12-11;351;So;2006-12-17;0;3;0;3;6
2014;9;38;2014-09-15;261;Do;2014-09-18;0;2;0;7;9
2009;5;20;2009-05-11;136;Sa;2009-05-16;2;3;0;5;10
2011;4;14;2011-04-04;94;Mo;2011-04-04;0;2;0;2;4
2016;6;26;2016-06-27;181;Mi;2016-06-29;0;4;1;3;8
2020;6;26;2020-06-22;179;Sa;2020-06-27;1;0;0;2;3
2016;9;38;2016-09-19;264;Di;2016-09-20;0;2;0;1;3
2014;4;14;2014-03-31;95;Sa;2014-04-05;1;4;0;1;6
2013;9;36;2013-09-02;250;Sa;2013-09-07;0;2;0;2;4
2011;5;20;2011-05-16;139;Do;2011-05-19;1;1;1;3;6
2020;9;38;2020-09-14;262;Fr;2020-09-18;0;2;0;4;6
2018;3;11;2018-03-12;76;Sa;2018-03-17;0;3;1;9;13
2009;11;47;2009-11-16;326;So;2009-11-22;0;4;0;4;8
2016;10;39;2016-09-26;276;So;2016-10-02;0;1;0;1;2
2010;11;46;2010-11-15;325;So;2010-11-21;0;7;0;2;9
2006;7;27;2006-07-03;185;Di;2006-07-04;0;2;0;1;3
2005;1;4;2005-01-24;29;Sa;2005-01-29;0;4;0;4;8
2010;1;2;2010-01-11;14;Do;2010-01-14;0;1;0;4;5
2012;2;6;2012-02-06;43;So;2012-02-12;0;1;2;5;8
2009;8;36;2009-08-31;243;Mo;2009-08-31;0;2;1;4;7
2019;11;46;2019-11-11;315;Mo;2019-11-11;2;1;0;2;5
2012;12;51;2012-12-17;354;Mi;2012-12-19;0;1;0;3;4
2010;8;35;2010-08-30;242;Mo;2010-08-30;1;2;1;1;5
2006;11;46;2006-11-13;318;Di;2006-11-14;0;5;0;1;6
2017;5;19;2017-05-08;129;Di;2017-05-09;0;0;1;3;4
2014;3;11;2014-03-10;71;Mi;2014-03-12;0;0;0;1;1
2016;8;31;2016-08-01;214;Mo;2016-08-01;0;1;1;3;5
2006;7;28;2006-07-10;192;Di;2006-07-11;0;2;0;1;3
2008;12;50;2008-12-08;347;Fr;2008-12-12;0;3;0;5;8
2011;7;29;2011-07-18;203;Fr;2011-07-22;0;3;0;4;7
2014;4;15;2014-04-07;102;Sa;2014-04-12;0;2;0;2;4
2013;2;7;2013-02-11;46;Fr;2013-02-15;0;4;0;5;9
2010;2;5;2010-02-01;33;Di;2010-02-02;0;2;0;7;9
2006;4;16;2006-04-17;109;Mi;2006-04-19;0;4;0;3;7
2008;2;6;2008-02-04;36;Di;2008-02-05;1;4;0;1;6
2014;1;3;2014-01-13;19;So;2014-01-19;1;3;1;5;10
2013;12;52;2013-12-23;357;Mo;2013-12-23;0;3;1;5;9
2016;8;32;2016-08-08;226;Sa;2016-08-13;1;2;0;5;8
2013;10;40;2013-09-30;274;Di;2013-10-01;1;0;0;6;7
2019;5;18;2019-04-29;125;So;2019-05-05;1;0;0;2;3
2011;2;5;2011-01-31;37;So;2011-02-06;0;2;0;0;2
2020;8;34;2020-08-17;236;So;2020-08-23;0;1;0;3;4
2008;1;2;2008-01-07;12;Sa;2008-01-12;0;0;0;2;2
2006;12;48;2006-11-27;337;So;2006-12-03;0;1;0;2;3
2009;4;17;2009-04-20;110;Mo;2009-04-20;0;1;0;3;4
2015;5;22;2015-05-25;151;So;2015-05-31;0;0;0;6;6
2007;6;23;2007-06-04;158;Do;2007-06-07;0;4;0;5;9
2006;1;1;2006-01-02;2;Mo;2006-01-02;1;1;1;2;5
2013;8;33;2013-08-12;224;Mo;2013-08-12;0;1;1;0;2
2017;1;3;2017-01-16;20;Fr;2017-01-20;0;3;0;4;7
2020;11;48;2020-11-23;331;Do;2020-11-26;0;2;1;6;9
2006;8;35;2006-08-28;242;Mi;2006-08-30;0;0;0;6;6
2007;8;35;2007-08-27;241;Mi;2007-08-29;1;0;0;4;5
2019;9;37;2019-09-09;258;So;2019-09-15;0;2;0;4;6
2020;4;15;2020-04-06;103;So;2020-04-12;1;2;0;5;8
2019;12;49;2019-12-02;341;Sa;2019-12-07;0;2;0;3;5
2018;12;49;2018-12-03;342;Sa;2018-12-08;2;1;0;0;3
2017;7;27;2017-07-03;186;Mi;2017-07-05;0;3;0;5;8
2021;1;3;2021-01-18;18;Mo;2021-01-18;0;1;0;5;6
2014;5;19;2014-05-05;128;Do;2014-05-08;1;4;0;2;7
2008;3;9;2008-02-25;62;So;2008-03-02;2;2;0;2;6
2020;7;27;2020-06-29;186;Sa;2020-07-04;0;2;0;2;4
2009;7;28;2009-07-06;188;Di;2009-07-07;0;4;1;1;6
2016;2;6;2016-02-08;43;Fr;2016-02-12;0;1;0;2;3
2018;8;34;2018-08-20;237;Sa;2018-08-25;0;3;0;5;8
2016;5;18;2016-05-02;126;Do;2016-05-05;0;1;0;0;1
2011;8;31;2011-08-01;217;Fr;2011-08-05;1;2;0;2;5
2010;6;23;2010-06-07;161;Do;2010-06-10;0;3;0;2;5
2008;12;52;2008-12-22;361;Fr;2008-12-26;1;0;0;4;5
2012;9;39;2012-09-24;273;Sa;2012-09-29;0;0;0;4;4
2009;4;16;2009-04-13;105;Mi;2009-04-15;1;3;0;3;7
2012;7;27;2012-07-02;190;So;2012-07-08;0;1;0;4;5
2017;7;28;2017-07-10;193;Mi;2017-07-12;0;3;0;3;6
2010;3;11;2010-03-15;78;Fr;2010-03-19;0;2;1;3;6
2014;10;44;2014-10-27;301;Di;2014-10-28;1;3;0;2;6
2011;5;19;2011-05-09;134;Sa;2011-05-14;0;2;0;1;3
2012;5;19;2012-05-07;134;So;2012-05-13;1;0;0;0;1
2012;4;16;2012-04-16;107;Mo;2012-04-16;0;4;3;2;9
2013;6;24;2013-06-10;162;Di;2013-06-11;0;0;0;1;1
2005;1;4;2005-01-24;24;Mo;2005-01-24;0;1;0;3;4
2013;5;20;2013-05-13;136;Do;2013-05-16;0;2;0;1;3
2010;10;42;2010-10-18;294;Do;2010-10-21;0;1;2;4;7
2012;1;2;2012-01-09;12;Do;2012-01-12;0;3;0;3;6
2020;11;45;2020-11-02;311;Fr;2020-11-06;0;1;0;2;3
2009;2;9;2009-02-23;55;Di;2009-02-24;0;2;0;1;3
2005;11;44;2005-10-31;309;Sa;2005-11-05;0;1;1;2;4
2005;8;32;2005-08-08;226;So;2005-08-14;1;3;0;2;6
2010;2;8;2010-02-22;54;Di;2010-02-23;0;5;2;2;9
2020;3;13;2020-03-23;83;Mo;2020-03-23;1;4;0;1;6
2012;8;35;2012-08-27;240;Mo;2012-08-27;0;6;0;3;9
2006;2;7;2006-02-13;47;Do;2006-02-16;0;4;0;5;9
2017;11;47;2017-11-20;326;Mi;2017-11-22;0;3;1;4;8
2011;3;12;2011-03-21;84;Fr;2011-03-25;0;2;0;5;7
2013;12;51;2013-12-16;352;Mi;2013-12-18;1;2;0;1;4
2007;6;23;2007-06-04;160;Sa;2007-06-09;1;0;0;2;3
2019;5;19;2019-05-06;127;Di;2019-05-07;1;3;1;2;7
2006;8;31;2006-07-31;213;Di;2006-08-01;1;3;0;4;8
2019;7;31;2019-07-29;210;Mo;2019-07-29;0;1;1;3;5
2008;8;35;2008-08-25;242;Fr;2008-08-29;1;1;0;2;4
2006;5;19;2006-05-08;130;Mi;2006-05-10;0;2;1;5;8
2005;4;13;2005-03-28;93;So;2005-04-03;0;3;1;1;5
2020;9;38;2020-09-14;261;Do;2020-09-17;0;2;1;6;9
2007;1;3;2007-01-15;20;Sa;2007-01-20;0;3;0;4;7
2010;10;43;2010-10-25;301;Do;2010-10-28;1;3;0;5;9
2015;8;34;2015-08-17;229;Mo;2015-08-17;0;2;0;1;3
2009;9;36;2009-08-31;245;Mi;2009-09-02;1;2;0;2;5
2011;6;23;2011-06-06;160;Do;2011-06-09;2;1;0;0;3
2012;8;31;2012-07-30;216;Fr;2012-08-03;1;2;0;4;7
2015;5;22;2015-05-25;146;Di;2015-05-26;0;3;0;2;5
2006;5;20;2006-05-15;137;Mi;2006-05-17;0;2;0;5;7
2019;6;26;2019-06-24;177;Mi;2019-06-26;1;4;1;0;6
2008;7;30;2008-07-21;209;So;2008-07-27;1;3;1;1;6
2005;2;5;2005-01-31;36;Sa;2005-02-05;1;1;0;5;7
2014;3;13;2014-03-24;85;Mi;2014-03-26;0;1;0;0;1
2012;10;41;2012-10-08;285;Do;2012-10-11;1;2;1;4;8
2011;8;33;2011-08-15;229;Mi;2011-08-17;0;1;0;4;5
2014;1;1;2013-12-30;2;Do;2014-01-02;1;2;1;3;7
2012;7;29;2012-07-16;202;Fr;2012-07-20;0;2;0;3;5
2019;5;20;2019-05-13;139;So;2019-05-19;0;5;0;4;9
2005;12;50;2005-12-12;347;Di;2005-12-13;0;1;0;1;2
2019;8;32;2019-08-05;222;Sa;2019-08-10;1;1;0;3;5
2014;8;34;2014-08-18;230;Mo;2014-08-18;0;2;0;7;9
2020;4;18;2020-04-27;121;Do;2020-04-30;0;5;0;2;7
2013;6;25;2013-06-17;174;So;2013-06-23;2;2;2;3;9
2015;10;42;2015-10-12;286;Di;2015-10-13;0;1;0;3;4
2008;2;6;2008-02-04;38;Do;2008-02-07;1;3;0;1;5
2007;3;10;2007-03-05;65;Di;2007-03-06;1;3;2;4;10
2006;11;46;2006-11-13;320;Do;2006-11-16;1;0;0;1;2
2011;12;52;2011-12-26;362;Mi;2011-12-28;1;2;0;1;4
2009;4;14;2009-03-30;93;Fr;2009-04-03;1;3;0;5;9
2018;9;38;2018-09-17;261;Di;2018-09-18;0;0;0;2;2
2011;6;26;2011-06-27;179;Di;2011-06-28;0;1;0;5;6
2012;4;14;2012-04-02;95;Mi;2012-04-04;0;2;0;5;7
2018;4;17;2018-04-23;116;Do;2018-04-26;1;2;0;0;3
2006;11;44;2006-10-30;308;Sa;2006-11-04;0;0;1;3;4
2013;7;30;2013-07-22;207;Fr;2013-07-26;1;3;0;4;8
2017;11;45;2017-11-06;314;Fr;2017-11-10;1;1;0;3;5
2016;1;1;2016-01-04;5;Di;2016-01-05;0;2;1;1;4
2015;8;35;2015-08-24;236;Mo;2015-08-24;0;1;1;2;4
2015;6;23;2015-06-01;153;Di;2015-06-02;0;2;0;2;4
2011;12;52;2011-12-26;365;Sa;2011-12-31;1;2;0;6;9
2008;6;25;2008-06-16;171;Do;2008-06-19;2;2;0;1;5
2006;12;51;2006-12-18;358;So;2006-12-24;1;2;0;5;8
2010;4;17;2010-04-26;116;Mo;2010-04-26;1;1;0;3;5
2012;8;33;2012-08-13;228;Mi;2012-08-15;0;1;0;5;6
2007;4;13;2007-03-26;91;So;2007-04-01;0;2;0;1;3
2016;7;26;2016-06-27;183;Fr;2016-07-01;0;0;0;3;3
2017;8;34;2017-08-21;238;Sa;2017-08-26;0;1;1;6;8
2010;3;10;2010-03-08;73;So;2010-03-14;1;4;0;5;10
2009;11;48;2009-11-23;328;Di;2009-11-24;0;0;0;4;4
2020;4;14;2020-03-30;95;Sa;2020-04-04;2;6;0;6;14
2012;5;21;2012-05-21;145;Do;2012-05-24;1;2;0;1;4
2015;11;45;2015-11-02;312;So;2015-11-08;0;1;0;2;3
2018;12;49;2018-12-03;337;Mo;2018-12-03;0;1;0;2;3
2006;6;23;2006-06-05;161;Sa;2006-06-10;0;3;0;5;8
2013;3;11;2013-03-11;74;Fr;2013-03-15;1;0;0;2;3
2019;6;24;2019-06-10;165;Fr;2019-06-14;0;4;0;1;5
2019;9;36;2019-09-02;248;Do;2019-09-05;0;0;1;3;4
2012;5;19;2012-05-07;133;Sa;2012-05-12;0;4;0;3;7
2009;8;34;2009-08-17;233;Fr;2009-08-21;0;1;0;0;1
2018;10;40;2018-10-01;275;Di;2018-10-02;0;3;0;4;7
2017;1;3;2017-01-16;22;So;2017-01-22;0;8;0;1;9
2009;3;10;2009-03-02;67;So;2009-03-08;0;1;0;1;2
2015;8;32;2015-08-03;217;Mi;2015-08-05;0;1;1;2;4
2011;11;44;2011-10-31;305;Di;2011-11-01;0;1;0;3;4
2018;7;30;2018-07-23;204;Mo;2018-07-23;0;2;0;2;4
2014;10;40;2014-09-29;275;Do;2014-10-02;0;1;0;3;4
2007;8;34;2007-08-20;236;Fr;2007-08-24;0;1;0;4;5
2015;7;28;2015-07-06;191;Fr;2015-07-10;0;0;0;5;5
2019;7;30;2019-07-22;203;Mo;2019-07-22;2;1;1;6;10
2011;12;50;2011-12-12;350;Fr;2011-12-16;0;2;0;3;5
2011;9;38;2011-09-19;267;Sa;2011-09-24;0;1;0;0;1
2009;4;17;2009-04-20;112;Mi;2009-04-22;1;3;0;2;6
2016;5;21;2016-05-23;145;Di;2016-05-24;1;2;0;4;7
2006;7;27;2006-07-03;187;Do;2006-07-06;0;1;0;9;10
2018;10;43;2018-10-22;299;Fr;2018-10-26;0;0;1;5;6
2007;4;15;2007-04-09;103;Fr;2007-04-13;0;2;0;2;4
2009;1;5;2009-01-26;29;Do;2009-01-29;0;2;1;6;9
2010;1;4;2010-01-25;28;Do;2010-01-28;1;2;0;0;3
2014;11;47;2014-11-17;325;Fr;2014-11-21;0;2;1;5;8
2008;4;15;2008-04-07;102;Fr;2008-04-11;2;4;0;3;9
2012;6;25;2012-06-18;171;Di;2012-06-19;0;5;1;3;9
2013;6;25;2013-06-17;169;Di;2013-06-18;0;4;0;3;7
2015;8;35;2015-08-24;241;Sa;2015-08-29;0;2;0;3;5
2018;2;6;2018-02-05;40;Fr;2018-02-09;0;1;0;5;6
2012;3;13;2012-03-26;88;Mi;2012-03-28;0;1;0;2;3
2020;8;34;2020-08-17;235;Sa;2020-08-22;0;1;0;1;2
2020;1;2;2020-01-06;7;Di;2020-01-07;1;4;0;2;7
2017;3;10;2017-03-06;67;Mi;2017-03-08;1;3;0;1;5
2008;1;2;2008-01-07;7;Mo;2008-01-07;2;2;1;5;10
2017;11;44;2017-10-30;307;Fr;2017-11-03;1;5;0;6;12
2018;12;52;2018-12-24;363;Sa;2018-12-29;0;6;0;8;14
2010;2;5;2010-02-01;35;Do;2010-02-04;0;1;0;3;4
2014;12;50;2014-12-08;344;Mi;2014-12-10;1;2;0;5;8
2009;10;42;2009-10-12;290;Sa;2009-10-17;0;2;1;2;5
2006;5;18;2006-05-01;123;Mi;2006-05-03;2;4;0;1;7
2007;6;26;2007-06-25;179;Do;2007-06-28;2;1;0;5;8
2014;11;48;2014-11-24;332;Fr;2014-11-28;1;1;0;2;4
2006;12;49;2006-12-04;339;Di;2006-12-05;0;1;1;5;7
2011;10;42;2011-10-17;293;Do;2011-10-20;0;4;0;7;11
2014;9;36;2014-09-01;249;Sa;2014-09-06;2;2;0;0;4
2016;4;17;2016-04-25;119;Do;2016-04-28;0;1;0;2;3
2018;11;45;2018-11-05;313;Fr;2018-11-09;2;3;1;5;11
2016;7;29;2016-07-18;202;Mi;2016-07-20;1;3;0;3;7
2011;7;30;2011-07-25;210;Fr;2011-07-29;0;2;1;3;6
2015;2;6;2015-02-02;39;So;2015-02-08;1;1;0;5;7
2010;3;12;2010-03-22;85;Fr;2010-03-26;0;1;0;1;2
2016;2;7;2016-02-15;50;Fr;2016-02-19;1;2;0;3;6
2010;7;29;2010-07-19;206;So;2010-07-25;2;1;0;2;5
2005;11;46;2005-11-14;321;Do;2005-11-17;1;3;0;5;9
2010;2;6;2010-02-08;40;Di;2010-02-09;0;1;0;8;9
