Jahr;Monat;Kalenderwoche;Startdatum Woche;Tag-Nr.;Wochentag;Sterbedatum;Anzahl Männer 0-64;Anzahl Männer 65+;Anzahl Frauen 0-64;Anzahl Frauen 65+;Anzahl Gestorbene total
2013;1;1;2012-12-31;5;Sa;2013-01-05;2;6;0;2;10
2021;2;5;2021-02-01;34;Mi;2021-02-03;1;3;0;3;7
2007;6;26;2007-06-25;181;Sa;2007-06-30;1;1;0;5;7
2014;10;42;2014-10-13;289;Do;2014-10-16;0;1;0;4;5
2011;1;3;2011-01-17;22;Sa;2011-01-22;0;0;0;2;2
2015;1;2;2015-01-05;8;Do;2015-01-08;1;1;0;3;5
2010;12;52;2010-12-27;365;Fr;2010-12-31;0;5;0;2;7
2005;6;22;2005-05-30;152;Mi;2005-06-01;0;2;1;3;6
2005;3;10;2005-03-07;69;Do;2005-03-10;0;5;0;0;5
2012;3;12;2012-03-19;83;Fr;2012-03-23;0;0;1;1;2
2010;5;18;2010-05-03;125;Mi;2010-05-05;0;2;0;3;5
2008;1;1;2007-12-31;2;Mi;2008-01-02;2;3;0;9;14
2007;11;47;2007-11-19;326;Do;2007-11-22;1;3;0;3;7
2009;2;7;2009-02-09;43;Do;2009-02-12;1;0;1;4;6
2007;9;37;2007-09-10;257;Fr;2007-09-14;1;2;0;2;5
2011;11;45;2011-11-07;314;Do;2011-11-10;0;3;0;2;5
2008;5;22;2008-05-26;147;Mo;2008-05-26;0;3;0;1;4
2014;5;19;2014-05-05;130;Sa;2014-05-10;1;2;1;4;8
2019;1;2;2019-01-07;8;Di;2019-01-08;0;4;1;4;9
2012;2;9;2012-02-27;59;Di;2012-02-28;0;2;0;3;5
2019;4;14;2019-04-01;91;Mo;2019-04-01;0;1;0;2;3
2011;8;33;2011-08-15;231;Fr;2011-08-19;1;3;0;7;11
2012;10;41;2012-10-08;287;Sa;2012-10-13;0;3;1;3;7
2006;10;44;2006-10-30;303;Mo;2006-10-30;0;0;0;6;6
2015;3;9;2015-02-23;60;So;2015-03-01;2;1;0;4;7
2005;6;24;2005-06-13;164;Mo;2005-06-13;1;2;0;0;3
2015;2;6;2015-02-02;34;Di;2015-02-03;1;4;1;7;13
2014;12;50;2014-12-08;346;Fr;2014-12-12;0;3;0;1;4
2006;12;51;2006-12-18;353;Di;2006-12-19;0;2;0;3;5
2014;9;38;2014-09-15;263;Sa;2014-09-20;3;2;0;2;7
2015;9;38;2015-09-14;262;Sa;2015-09-19;0;1;0;2;3
2012;12;48;2012-11-26;337;So;2012-12-02;2;2;0;2;6
2018;5;21;2018-05-21;142;Di;2018-05-22;0;2;0;4;6
2009;9;39;2009-09-21;266;Mi;2009-09-23;0;4;0;3;7
2020;10;43;2020-10-19;297;Fr;2020-10-23;0;1;0;5;6
2005;7;28;2005-07-11;197;Sa;2005-07-16;1;1;1;1;4
2017;5;20;2017-05-15;138;Do;2017-05-18;0;1;0;4;5
2017;8;32;2017-08-07;221;Mi;2017-08-09;0;2;0;4;6
2016;6;24;2016-06-13;166;Di;2016-06-14;0;2;1;5;8
2006;2;7;2006-02-13;49;Sa;2006-02-18;3;3;0;3;9
2012;8;35;2012-08-27;242;Mi;2012-08-29;1;2;0;1;4
2013;8;31;2013-07-29;214;Fr;2013-08-02;0;2;0;2;4
2020;3;12;2020-03-16;81;Sa;2020-03-21;1;2;1;6;10
2014;9;39;2014-09-22;270;Sa;2014-09-27;1;1;0;3;5
2015;11;47;2015-11-16;326;So;2015-11-22;0;2;0;6;8
2014;7;27;2014-06-30;187;So;2014-07-06;0;3;0;0;3
2007;11;48;2007-11-26;333;Do;2007-11-29;2;0;0;2;4
2009;5;20;2009-05-11;133;Mi;2009-05-13;0;3;2;0;5
2015;8;36;2015-08-31;243;Mo;2015-08-31;0;2;0;3;5
2007;9;36;2007-09-03;250;Fr;2007-09-07;1;1;0;3;5
2008;6;24;2008-06-09;161;Mo;2008-06-09;1;0;1;1;3
2010;4;15;2010-04-12;106;Fr;2010-04-16;0;1;1;2;4
2009;12;52;2009-12-21;361;So;2009-12-27;0;6;0;1;7
2005;10;44;2005-10-31;304;Mo;2005-10-31;0;4;0;4;8
2017;1;1;2017-01-02;5;Do;2017-01-05;1;5;0;3;9
2006;10;40;2006-10-02;277;Mi;2006-10-04;0;2;0;2;4
2009;12;49;2009-11-30;335;Di;2009-12-01;1;3;0;2;6
2010;11;48;2010-11-29;334;Di;2010-11-30;0;0;0;2;2
2016;2;5;2016-02-01;33;Di;2016-02-02;0;1;0;4;5
2008;8;32;2008-08-04;223;So;2008-08-10;0;1;0;4;5
2009;1;4;2009-01-19;24;Sa;2009-01-24;1;2;1;3;7
2017;9;39;2017-09-25;271;Do;2017-09-28;0;2;0;5;7
2020;9;39;2020-09-21;271;So;2020-09-27;0;1;0;6;7
2011;12;52;2011-12-26;364;Fr;2011-12-30;0;0;0;1;1
2014;6;24;2014-06-09;163;Do;2014-06-12;0;6;1;5;12
2013;6;24;2013-06-10;164;Do;2013-06-13;0;5;0;2;7
2011;2;8;2011-02-21;53;Di;2011-02-22;0;5;1;3;9
2014;3;12;2014-03-17;80;Fr;2014-03-21;0;3;1;2;6
2018;3;13;2018-03-26;85;Mo;2018-03-26;0;2;0;2;4
2013;3;12;2013-03-18;81;Fr;2013-03-22;2;1;1;4;8
2005;3;13;2005-03-28;88;Di;2005-03-29;2;1;1;3;7
2010;6;22;2010-05-31;156;Sa;2010-06-05;2;0;0;1;3
2017;2;8;2017-02-20;55;Fr;2017-02-24;0;2;0;3;5
2005;6;25;2005-06-20;171;Mo;2005-06-20;0;1;0;1;2
2018;9;36;2018-09-03;251;Sa;2018-09-08;0;1;0;3;4
2012;7;27;2012-07-02;185;Di;2012-07-03;0;2;0;1;3
2009;10;42;2009-10-12;285;Mo;2009-10-12;1;1;1;2;5
2020;5;20;2020-05-11;138;So;2020-05-17;0;0;1;1;2
2015;2;7;2015-02-09;41;Di;2015-02-10;0;3;0;4;7
2011;5;19;2011-05-09;129;Mo;2011-05-09;1;0;1;2;4
2016;11;44;2016-10-31;306;Di;2016-11-01;0;2;0;3;5
2008;9;37;2008-09-08;257;Sa;2008-09-13;1;0;0;0;1
2015;7;27;2015-06-29;186;So;2015-07-05;0;1;0;8;9
2015;4;16;2015-04-13;103;Mo;2015-04-13;0;4;0;2;6
2010;6;25;2010-06-21;175;Do;2010-06-24;1;1;0;1;3
2009;4;18;2009-04-27;119;Mi;2009-04-29;1;2;0;5;8
2006;4;14;2006-04-03;94;Di;2006-04-04;0;3;0;0;3
2019;8;32;2019-08-05;217;Mo;2019-08-05;1;0;0;1;2
2007;12;52;2007-12-24;359;Di;2007-12-25;0;2;0;4;6
2005;12;52;2005-12-26;361;Di;2005-12-27;0;1;0;4;5
2010;6;23;2010-06-07;163;Sa;2010-06-12;0;0;1;1;2
2016;3;13;2016-03-28;90;Mi;2016-03-30;2;0;0;4;6
2012;3;11;2012-03-12;78;So;2012-03-18;0;1;1;2;4
2020;1;1;2019-12-30;5;So;2020-01-05;0;3;0;4;7
2018;11;47;2018-11-19;327;Fr;2018-11-23;0;2;0;2;4
2019;1;3;2019-01-14;15;Di;2019-01-15;0;2;0;3;5
2009;6;23;2009-06-01;152;Mo;2009-06-01;1;1;0;2;4
2008;8;34;2008-08-18;237;So;2008-08-24;0;2;0;1;3
2014;2;8;2014-02-17;54;So;2014-02-23;2;4;0;3;9
2018;4;16;2018-04-16;111;Sa;2018-04-21;0;4;1;3;8
2011;7;30;2011-07-25;212;So;2011-07-31;1;1;0;3;5
2020;4;17;2020-04-20;112;Di;2020-04-21;0;2;0;1;3
2016;7;29;2016-07-18;206;So;2016-07-24;0;1;0;3;4
2006;4;15;2006-04-10;101;Di;2006-04-11;0;2;0;0;2
2009;4;15;2009-04-06;102;So;2009-04-12;1;1;0;4;6
2005;12;51;2005-12-19;356;Do;2005-12-22;0;1;0;1;2
2010;6;23;2010-06-07;158;Mo;2010-06-07;1;2;0;2;5
2007;6;23;2007-06-04;157;Mi;2007-06-06;2;0;0;3;5
2005;1;3;2005-01-17;21;Fr;2005-01-21;1;3;0;1;5
2011;5;19;2011-05-09;131;Mi;2011-05-11;1;1;0;4;6
2010;3;11;2010-03-15;75;Di;2010-03-16;0;1;1;3;5
2015;7;29;2015-07-13;200;So;2015-07-19;1;2;0;3;6
2019;8;34;2019-08-19;231;Mo;2019-08-19;0;2;0;2;4
2008;12;50;2008-12-08;346;Do;2008-12-11;0;3;0;1;4
2006;11;46;2006-11-13;317;Mo;2006-11-13;0;4;0;2;6
2015;11;48;2015-11-23;328;Di;2015-11-24;1;0;0;3;4
2013;5;20;2013-05-13;133;Mo;2013-05-13;1;4;0;1;6
2009;12;50;2009-12-07;345;Fr;2009-12-11;0;1;0;0;1
2017;8;33;2017-08-14;228;Mi;2017-08-16;0;5;1;3;9
2010;3;9;2010-03-01;63;Do;2010-03-04;0;5;0;1;6
2015;9;36;2015-08-31;245;Mi;2015-09-02;1;3;0;1;5
2009;2;8;2009-02-16;52;Sa;2009-02-21;0;1;0;0;1
2007;4;16;2007-04-16;107;Di;2007-04-17;3;2;0;2;7
2009;10;43;2009-10-19;292;Mo;2009-10-19;2;3;0;5;10
2012;1;2;2012-01-09;9;Mo;2012-01-09;1;1;2;4;8
2014;4;18;2014-04-28;120;Mi;2014-04-30;0;2;0;1;3
2005;11;44;2005-10-31;306;Mi;2005-11-02;0;4;0;5;9
2013;5;18;2013-04-29;121;Mi;2013-05-01;0;1;0;7;8
2006;5;18;2006-05-01;127;So;2006-05-07;1;4;0;5;10
2012;11;46;2012-11-12;320;Do;2012-11-15;0;4;0;2;6
2018;5;18;2018-04-30;125;Sa;2018-05-05;0;4;1;4;9
2019;5;18;2019-04-29;124;Sa;2019-05-04;1;1;0;6;8
2013;12;50;2013-12-09;349;So;2013-12-15;0;2;0;3;5
2016;4;14;2016-04-04;97;Mi;2016-04-06;0;2;1;4;7
2006;7;30;2006-07-24;210;Sa;2006-07-29;1;0;0;3;4
2005;7;30;2005-07-25;211;Sa;2005-07-30;2;1;0;2;5
2009;11;47;2009-11-16;325;Sa;2009-11-21;1;1;0;2;4
2012;8;32;2012-08-06;225;So;2012-08-12;0;1;0;5;6
2006;6;23;2006-06-05;158;Mi;2006-06-07;0;1;1;1;3
2015;11;45;2015-11-02;309;Do;2015-11-05;0;3;0;0;3
2016;7;27;2016-07-04;192;So;2016-07-10;0;1;0;4;5
2007;8;34;2007-08-20;233;Di;2007-08-21;0;0;0;1;1
2017;1;3;2017-01-16;19;Do;2017-01-19;0;2;0;6;8
2014;2;7;2014-02-10;44;Do;2014-02-13;0;1;0;4;5
2016;2;7;2016-02-15;47;Di;2016-02-16;0;2;0;7;9
2013;9;40;2013-09-30;273;Mo;2013-09-30;0;0;0;3;3
2012;10;40;2012-10-01;275;Mo;2012-10-01;0;2;1;5;8
2016;2;8;2016-02-22;59;So;2016-02-28;1;1;0;1;3
2007;7;30;2007-07-23;207;Do;2007-07-26;0;0;0;1;1
2005;12;52;2005-12-26;363;Do;2005-12-29;1;1;1;9;12
2020;12;53;2020-12-28;365;Mi;2020-12-30;2;0;0;3;5
2020;2;8;2020-02-17;54;So;2020-02-23;0;3;0;3;6
2019;3;10;2019-03-04;67;Fr;2019-03-08;1;3;0;2;6
2018;3;10;2018-03-05;68;Fr;2018-03-09;0;4;1;6;11
2017;3;10;2017-03-06;69;Fr;2017-03-10;0;4;0;5;9
2017;6;22;2017-05-29;152;Do;2017-06-01;0;1;0;4;5
2013;6;24;2013-06-10;166;Sa;2013-06-15;2;0;0;1;3
2008;12;49;2008-12-01;339;Do;2008-12-04;2;2;0;2;6
2019;11;48;2019-11-25;333;Fr;2019-11-29;1;3;0;2;6
2011;1;4;2011-01-24;29;Sa;2011-01-29;0;1;0;2;3
2013;5;21;2013-05-20;140;Mo;2013-05-20;0;2;0;3;5
2014;7;29;2014-07-14;196;Di;2014-07-15;0;1;0;1;2
2019;4;16;2019-04-15;105;Mo;2019-04-15;0;3;1;2;6
2015;6;25;2015-06-15;169;Do;2015-06-18;1;2;0;3;6
2018;2;7;2018-02-12;49;So;2018-02-18;0;3;0;5;8
2014;1;5;2014-01-27;30;Do;2014-01-30;1;3;0;5;9
2005;5;19;2005-05-09;135;So;2005-05-15;0;1;0;4;5
2015;1;1;2014-12-29;3;Sa;2015-01-03;2;1;0;2;5
2018;3;9;2018-02-26;61;Fr;2018-03-02;0;2;1;2;5
2012;8;31;2012-07-30;218;So;2012-08-05;0;1;0;3;4
2011;9;35;2011-08-29;245;Fr;2011-09-02;0;4;0;4;8
2017;3;13;2017-03-27;88;Mi;2017-03-29;1;3;0;0;4
2009;6;26;2009-06-22;178;Sa;2009-06-27;2;1;0;4;7
2006;1;4;2006-01-23;25;Mi;2006-01-25;0;4;0;8;12
2006;12;48;2006-11-27;336;Sa;2006-12-02;0;3;0;2;5
2016;4;17;2016-04-25;116;Mo;2016-04-25;0;1;0;1;2
2008;5;20;2008-05-12;137;Fr;2008-05-16;2;0;0;3;5
2006;4;16;2006-04-17;108;Di;2006-04-18;2;2;0;1;5
2013;1;2;2013-01-07;7;Mo;2013-01-07;0;2;0;4;6
2015;10;40;2015-09-28;276;Sa;2015-10-03;0;0;0;1;1
2015;2;6;2015-02-02;36;Do;2015-02-05;0;2;1;3;6
2009;3;13;2009-03-23;83;Di;2009-03-24;0;1;1;3;5
2020;7;30;2020-07-20;206;Fr;2020-07-24;0;3;0;4;7
2012;1;4;2012-01-23;28;Sa;2012-01-28;0;2;1;5;8
2013;10;41;2013-10-07;280;Mo;2013-10-07;1;2;0;1;4
2008;9;39;2008-09-22;270;Fr;2008-09-26;1;2;1;1;5
2018;8;32;2018-08-06;220;Mi;2018-08-08;0;5;0;3;8
2019;10;40;2019-09-30;276;Do;2019-10-03;1;0;0;2;3
2008;12;51;2008-12-15;353;Do;2008-12-18;0;3;1;2;6
2018;10;44;2018-10-29;303;Di;2018-10-30;0;2;0;5;7
2007;8;31;2007-07-30;214;Do;2007-08-02;1;3;0;1;5
2020;3;11;2020-03-09;73;Fr;2020-03-13;0;2;1;3;6
2011;7;27;2011-07-04;188;Do;2011-07-07;1;2;0;4;7
2020;6;23;2020-06-01;156;Do;2020-06-04;0;2;0;3;5
2012;6;23;2012-06-04;161;Sa;2012-06-09;1;2;2;2;7
2008;11;46;2008-11-10;320;Sa;2008-11-15;0;2;0;2;4
2019;11;47;2019-11-18;326;Fr;2019-11-22;1;3;0;1;5
2009;11;46;2009-11-09;318;Sa;2009-11-14;2;0;1;6;9
2010;11;45;2010-11-08;317;Sa;2010-11-13;0;1;0;1;2
2016;9;37;2016-09-12;256;Mo;2016-09-12;0;3;0;1;4
2014;10;44;2014-10-27;303;Do;2014-10-30;0;1;0;5;6
2015;8;32;2015-08-03;219;Fr;2015-08-07;1;5;0;2;8
2005;3;10;2005-03-07;71;Sa;2005-03-12;0;2;1;6;9
2013;10;42;2013-10-14;292;Sa;2013-10-19;1;1;0;6;8
2016;12;50;2016-12-12;351;Fr;2016-12-16;0;1;0;6;7
2019;9;38;2019-09-16;264;Sa;2019-09-21;0;2;0;2;4
2010;2;8;2010-02-22;56;Do;2010-02-25;1;3;0;4;8
2017;1;3;2017-01-16;21;Sa;2017-01-21;0;3;1;6;10
2018;8;34;2018-08-20;234;Mi;2018-08-22;0;2;0;3;5
2008;2;9;2008-02-25;56;Mo;2008-02-25;1;3;0;2;6
2011;3;10;2011-03-07;69;Do;2011-03-10;0;2;1;4;7
2010;1;2;2010-01-11;13;Mi;2010-01-13;0;5;0;4;9
2017;9;38;2017-09-18;261;Mo;2017-09-18;0;4;0;3;7
2020;7;30;2020-07-20;204;Mi;2020-07-22;0;2;0;3;5
2016;10;41;2016-10-10;289;Sa;2016-10-15;0;2;0;2;4
2021;1;3;2021-01-18;19;Di;2021-01-19;0;3;0;2;5
2014;3;11;2014-03-10;70;Di;2014-03-11;0;0;1;8;9
2019;3;11;2019-03-11;74;Fr;2019-03-15;0;0;0;5;5
2018;4;15;2018-04-09;101;Mi;2018-04-11;0;2;1;3;6
2019;6;23;2019-06-03;157;Do;2019-06-06;0;0;0;6;6
2008;7;28;2008-07-07;189;Mo;2008-07-07;0;4;0;1;5
2005;7;27;2005-07-04;187;Mi;2005-07-06;3;1;1;1;6
2011;1;3;2011-01-17;19;Mi;2011-01-19;0;1;0;3;4
2010;8;31;2010-08-02;217;Do;2010-08-05;0;1;0;3;4
2009;8;32;2009-08-03;218;Do;2009-08-06;0;1;0;1;2
2019;7;27;2019-07-01;183;Di;2019-07-02;0;1;0;3;4
2014;10;42;2014-10-13;286;Mo;2014-10-13;1;2;0;4;7
2005;12;50;2005-12-12;347;Di;2005-12-13;0;0;1;0;1
2008;4;16;2008-04-14;106;Di;2008-04-15;0;3;0;4;7
2018;9;39;2018-09-24;267;Mo;2018-09-24;0;4;1;1;6
2009;10;44;2009-10-26;301;Mi;2009-10-28;0;2;1;4;7
2017;6;22;2017-05-29;154;Sa;2017-06-03;0;1;1;4;6
2008;4;14;2008-03-31;94;Do;2008-04-03;1;1;0;6;8
2020;6;23;2020-06-01;154;Di;2020-06-02;0;0;0;2;2
2013;2;7;2013-02-11;47;Sa;2013-02-16;1;1;1;0;3
2016;8;34;2016-08-22;239;Fr;2016-08-26;1;0;0;3;4
2007;11;47;2007-11-19;323;Mo;2007-11-19;1;1;0;3;5
2008;11;47;2008-11-17;322;Mo;2008-11-17;0;2;0;3;5
2013;10;40;2013-09-30;275;Mi;2013-10-02;1;3;1;2;7
2013;9;36;2013-09-02;245;Mo;2013-09-02;0;0;0;1;1
2020;8;35;2020-08-24;237;Mo;2020-08-24;0;1;0;5;6
2019;2;8;2019-02-18;50;Di;2019-02-19;0;2;0;2;4
2018;6;26;2018-06-25;177;Di;2018-06-26;0;3;0;7;10
2009;6;25;2009-06-15;168;Mi;2009-06-17;0;0;1;3;4
2016;1;3;2016-01-18;23;Sa;2016-01-23;0;2;0;2;4
2012;3;10;2012-03-05;68;Do;2012-03-08;0;3;1;2;6
2019;8;34;2019-08-19;233;Mi;2019-08-21;0;0;0;2;2
2016;4;15;2016-04-11;106;Fr;2016-04-15;0;1;0;0;1
2017;8;33;2017-08-14;231;Sa;2017-08-19;0;0;0;1;1
2008;5;21;2008-05-19;144;Fr;2008-05-23;0;2;0;5;7
2018;12;49;2018-12-03;343;So;2018-12-09;1;6;1;2;10
2006;8;31;2006-07-31;217;Sa;2006-08-05;0;2;1;3;6
2014;5;19;2014-05-05;127;Mi;2014-05-07;0;0;1;0;1
2015;7;29;2015-07-13;199;Sa;2015-07-18;1;0;0;0;1
2011;11;45;2011-11-07;311;Mo;2011-11-07;0;4;0;2;6
2009;1;1;2008-12-29;2;Fr;2009-01-02;0;5;0;3;8
2019;4;15;2019-04-08;100;Mi;2019-04-10;2;0;1;0;3
2011;5;21;2011-05-23;145;Mi;2011-05-25;1;1;0;2;4
2018;5;19;2018-05-07;127;Mo;2018-05-07;0;1;0;3;4
2018;7;30;2018-07-23;210;So;2018-07-29;0;3;0;1;4
2017;7;30;2017-07-24;211;So;2017-07-30;0;0;0;2;2
2007;2;6;2007-02-05;38;Mi;2007-02-07;0;0;0;2;2
2013;2;5;2013-01-28;33;Sa;2013-02-02;2;1;0;6;9
2015;9;38;2015-09-14;259;Mi;2015-09-16;0;3;0;4;7
2010;7;27;2010-07-05;191;Sa;2010-07-10;0;6;0;5;11
2014;1;4;2014-01-20;20;Mo;2014-01-20;1;2;0;3;6
2008;9;38;2008-09-15;265;So;2008-09-21;1;3;0;0;4
2014;11;48;2014-11-24;331;Do;2014-11-27;0;3;0;2;5
2016;11;44;2016-10-31;308;Do;2016-11-03;0;0;0;2;2
2017;11;44;2017-10-30;306;Do;2017-11-02;1;4;0;5;10
2008;12;50;2008-12-08;348;Sa;2008-12-13;0;3;0;4;7
2007;9;38;2007-09-17;266;So;2007-09-23;1;4;0;3;8
2017;3;11;2017-03-13;78;So;2017-03-19;1;2;0;3;6
2015;1;4;2015-01-19;24;Sa;2015-01-24;0;4;1;3;8
2014;10;41;2014-10-06;279;Mo;2014-10-06;0;1;0;2;3
2008;9;37;2008-09-08;253;Di;2008-09-09;2;2;0;4;8
2014;2;6;2014-02-03;39;Sa;2014-02-08;0;1;0;4;5
2017;5;21;2017-05-22;147;Sa;2017-05-27;0;1;0;2;3
2016;4;13;2016-03-28;92;Fr;2016-04-01;1;1;1;4;7
2018;10;41;2018-10-08;286;Sa;2018-10-13;0;4;0;4;8
2020;6;24;2020-06-08;161;Di;2020-06-09;0;1;0;2;3
2009;8;33;2009-08-10;225;Do;2009-08-13;0;0;1;1;2
2011;6;25;2011-06-20;171;Mo;2011-06-20;0;2;0;5;7
2008;11;46;2008-11-10;315;Mo;2008-11-10;0;0;0;1;1
2013;7;29;2013-07-15;199;Do;2013-07-18;0;2;0;3;5
2012;3;9;2012-02-27;61;Do;2012-03-01;1;3;0;1;5
2010;2;5;2010-02-01;32;Mo;2010-02-01;2;1;0;1;4
2014;9;37;2014-09-08;255;Fr;2014-09-12;1;3;0;4;8
2005;9;38;2005-09-19;263;Di;2005-09-20;2;1;0;1;4
2007;10;42;2007-10-15;292;Fr;2007-10-19;1;1;1;1;4
2016;2;6;2016-02-08;42;Do;2016-02-11;0;3;0;1;4
2006;6;24;2006-06-12;167;Fr;2006-06-16;0;2;0;1;3
2017;10;40;2017-10-02;280;Sa;2017-10-07;0;1;0;3;4
2014;3;12;2014-03-17;77;Di;2014-03-18;0;1;0;6;7
2011;11;47;2011-11-21;331;So;2011-11-27;0;0;0;1;1
2009;1;2;2009-01-05;9;Fr;2009-01-09;0;2;0;4;6
2017;2;8;2017-02-20;52;Di;2017-02-21;0;3;0;2;5
2021;2;7;2021-02-15;50;Fr;2021-02-19;0;0;1;3;4
2011;2;6;2011-02-07;38;Mo;2011-02-07;2;3;0;1;6
2020;12;53;2020-12-28;363;Mo;2020-12-28;0;7;0;1;8
2008;4;17;2008-04-21;113;Di;2008-04-22;1;2;0;4;7
2009;7;31;2009-07-27;211;Do;2009-07-30;0;0;0;4;4
2014;12;49;2014-12-01;336;Di;2014-12-02;0;3;0;2;5
2015;7;29;2015-07-13;195;Di;2015-07-14;0;1;1;1;3
2006;7;27;2006-07-03;186;Mi;2006-07-05;0;1;0;3;4
2014;4;14;2014-03-31;96;So;2014-04-06;0;2;0;3;5
2019;12;52;2019-12-23;359;Mi;2019-12-25;0;3;0;1;4
2011;12;51;2011-12-19;354;Di;2011-12-20;1;1;0;6;8
2009;7;29;2009-07-13;199;Sa;2009-07-18;0;1;0;1;2
2007;2;9;2007-02-26;57;Mo;2007-02-26;0;4;1;4;9
2008;1;5;2008-01-28;30;Mi;2008-01-30;0;4;0;1;5
2010;6;25;2010-06-21;172;Mo;2010-06-21;0;1;0;1;2
2007;9;39;2007-09-24;273;So;2007-09-30;1;3;0;2;6
2020;5;22;2020-05-25;147;Di;2020-05-26;0;0;0;6;6
2011;4;16;2011-04-18;114;So;2011-04-24;0;1;0;2;3
2020;1;1;2019-12-30;2;Do;2020-01-02;0;6;0;1;7
2005;2;7;2005-02-14;47;Mi;2005-02-16;1;5;0;3;9
2014;11;45;2014-11-03;312;Sa;2014-11-08;0;3;0;4;7
2006;11;46;2006-11-13;319;Mi;2006-11-15;0;3;1;3;7
2005;11;46;2005-11-14;320;Mi;2005-11-16;0;0;0;4;4
2008;6;24;2008-06-09;163;Mi;2008-06-11;0;3;0;3;6
2016;1;2;2016-01-11;16;Sa;2016-01-16;1;0;0;0;1
2015;5;22;2015-05-25;145;Mo;2015-05-25;0;2;1;2;5
2006;8;34;2006-08-21;236;Do;2006-08-24;0;1;0;0;1
2011;10;44;2011-10-31;304;Mo;2011-10-31;0;5;1;8;14
2012;12;51;2012-12-17;356;Fr;2012-12-21;1;0;0;0;1
2011;10;39;2011-09-26;274;Sa;2011-10-01;0;1;0;0;1
2020;1;3;2020-01-13;14;Di;2020-01-14;2;2;0;4;8
2012;10;44;2012-10-29;303;Mo;2012-10-29;0;1;0;3;4
2006;1;1;2006-01-02;8;So;2006-01-08;0;2;0;2;4
2019;1;4;2019-01-21;24;Do;2019-01-24;0;2;1;2;5
2020;6;26;2020-06-22;180;So;2020-06-28;0;0;0;1;1
2012;5;20;2012-05-14;137;Mi;2012-05-16;0;4;0;3;7
2015;5;20;2015-05-11;133;Mi;2015-05-13;0;3;0;2;5
2018;4;16;2018-04-16;108;Mi;2018-04-18;1;2;0;3;6
2007;5;20;2007-05-14;140;So;2007-05-20;2;3;0;3;8
2015;2;8;2015-02-16;50;Do;2015-02-19;0;3;0;4;7
2006;6;22;2006-05-29;153;Fr;2006-06-02;2;3;0;5;10
2010;6;24;2010-06-14;167;Mi;2010-06-16;1;2;0;3;6
2012;12;52;2012-12-24;362;Do;2012-12-27;0;4;0;3;7
2018;3;11;2018-03-12;77;So;2018-03-18;0;2;1;4;7
2010;9;36;2010-09-06;250;Di;2010-09-07;2;0;0;4;6
2018;6;23;2018-06-04;160;Sa;2018-06-09;2;1;1;0;4
2017;4;15;2017-04-10;104;Fr;2017-04-14;1;2;0;4;7
2013;1;4;2013-01-21;23;Mi;2013-01-23;0;0;1;1;2
2013;11;48;2013-11-25;334;Sa;2013-11-30;0;2;0;4;6
2020;12;51;2020-12-14;355;So;2020-12-20;0;2;0;8;10
2020;2;7;2020-02-10;44;Do;2020-02-13;1;3;1;5;10
2009;1;3;2009-01-12;16;Fr;2009-01-16;1;5;0;6;12
2009;4;15;2009-04-06;99;Do;2009-04-09;0;3;0;3;6
2008;2;7;2008-02-11;44;Mi;2008-02-13;0;5;1;0;6
2020;5;21;2020-05-18;139;Mo;2020-05-18;0;2;0;2;4
2005;1;4;2005-01-24;30;So;2005-01-30;0;4;1;3;8
2009;11;48;2009-11-23;327;Mo;2009-11-23;0;0;0;3;3
2014;7;31;2014-07-28;212;Do;2014-07-31;1;3;1;5;10
2006;8;32;2006-08-07;219;Mo;2006-08-07;0;2;0;4;6
2013;8;31;2013-07-29;213;Do;2013-08-01;1;1;1;3;6
2020;10;44;2020-10-26;305;Sa;2020-10-31;0;1;1;3;5
2014;5;19;2014-05-05;129;Fr;2014-05-09;0;2;0;4;6
2014;2;7;2014-02-10;46;Sa;2014-02-15;2;1;0;3;6
2017;8;34;2017-08-21;237;Fr;2017-08-25;1;1;1;3;6
2006;10;43;2006-10-23;302;So;2006-10-29;0;3;0;3;6
2017;11;46;2017-11-13;320;Do;2017-11-16;1;1;0;4;6
2015;3;12;2015-03-16;76;Di;2015-03-17;0;5;0;4;9
2010;7;29;2010-07-19;205;Sa;2010-07-24;1;1;0;1;3
2020;3;13;2020-03-23;89;So;2020-03-29;1;2;1;10;14
2006;5;20;2006-05-15;136;Di;2006-05-16;1;5;1;2;9
2012;8;34;2012-08-20;234;Di;2012-08-21;0;3;0;2;5
2014;9;38;2014-09-15;262;Fr;2014-09-19;1;0;0;4;5
2007;1;2;2007-01-08;14;So;2007-01-14;0;1;0;4;5
2007;11;47;2007-11-19;325;Mi;2007-11-21;1;5;3;2;11
2018;4;15;2018-04-09;103;Fr;2018-04-13;0;4;0;4;8
2007;4;14;2007-04-02;97;Sa;2007-04-07;0;0;0;3;3
2014;12;1;2014-12-29;364;Di;2014-12-30;0;2;0;0;2
2011;3;10;2011-03-07;71;Sa;2011-03-12;0;1;0;1;2
2012;5;18;2012-04-30;127;So;2012-05-06;0;3;0;1;4
2013;8;33;2013-08-12;225;Di;2013-08-13;2;2;0;4;8
2008;10;43;2008-10-20;298;Fr;2008-10-24;0;1;0;2;3
2007;8;35;2007-08-27;242;Do;2007-08-30;0;0;0;4;4
2005;3;13;2005-03-28;87;Mo;2005-03-28;1;1;2;6;10
